id,Name,Minimum players,Maximum players,Average game time,Year released,Mechanics,Category,Designer,More info URL,Image
3710,Pharaoh's Gulo Gulo,2,6,20,2015,Modular Board,"Action / Dexterity, Adventure, Children's Game","Jürgen P. Grunau, Wolfgang Kramer, Hans Raggan",https://boardgamegeek.com/boardgame/175088/pharaohs-gulo-gulo,https://cf.geekdo-images.com/aoxexwmc-wCwYewROxqUlw__original/img/spALlpzDjF0PjfU7S600R_wUNzQ=/0x0/filters:format(jpeg)/pic2558240.jpg
3711,Titan Race,2,6,30,2015,"Dice Rolling, Grid Movement, Take That, Variable Player Powers","Dice, Fantasy, Racing",Julian Allain,https://boardgamegeek.com/boardgame/175495/titan-race,https://cf.geekdo-images.com/RBuvdepfIaKJnkFVU6iqpQ__original/img/kzvK9V1N7YCCkS61-fdF_TqsVco=/0x0/filters:format(jpeg)/pic2527069.jpg
3712,Mister X,2,6,60,2009,"Hand Management, Partnerships, Point to Point Movement","Bluffing, Deduction",Gabriele Mari,https://boardgamegeek.com/boardgame/55763/mister-x,https://cf.geekdo-images.com/T1pA9jjf69JaGbqWLBIHmQ__original/img/NyW1bqIglKwLibmJ3Zi03XTQt5c=/0x0/filters:format(jpeg)/pic580418.jpg
3713,FlowerFall,2,7,10,2012,"Area Control / Area Influence, Modular Board","Action / Dexterity, Card Game, Party Game",Carl Chudyk,https://boardgamegeek.com/boardgame/125315/flowerfall,https://cf.geekdo-images.com/FmclEy8FMIx72O5-qwVh8w__original/img/joGVaspl3gCOQkmF_25DR_mlkUs=/0x0/filters:format(jpeg)/pic1391445.jpg
3714,Gettysburg: Badges of Courage,2,2,180,2004,"Area Movement, Area-Impulse, Dice Rolling, Secret Unit Deployment","American Civil War, Wargame","Tom Dalgliesh, Grant Dalgliesh",https://boardgamegeek.com/boardgame/9804/gettysburg-badges-courage,https://cf.geekdo-images.com/kTkipqnlBSk8r0gQZ8l3LA__original/img/GPPBPp1Jsj62vdLJX8BPRvEvYfk=/0x0/filters:format(jpeg)/pic79480.jpg
3715,Firestorm Armada,2,4,90,2009,"Action Point Allowance System, Dice Rolling","Miniatures, Science Fiction, Wargame","Neil Fawcett, Michael Hetherington, Alain Padfield, Franco Sammarco, Derek Sinclair, Christopher Worth",https://boardgamegeek.com/boardgame/37906/firestorm-armada,https://cf.geekdo-images.com/yeV-ATIXMMdvkkFzNoOAow__original/img/Zo5MJIctJETU0h7zldU8rr1hTDo=/0x0/filters:format(jpeg)/pic2258249.jpg
3716,"Codeword Cromwell: The German Invasion of England, 8 June 1940",1,1,120,2014,none,"Adventure, Dice, Wargame, World War II",Daniel Hodges (I),https://boardgamegeek.com/boardgame/57141/codeword-cromwell-german-invasion-england-8-june-1,https://cf.geekdo-images.com/q4SowbDNST3PyMOpraZBMg__original/img/M9T7_MjlCxS6n77ecddKk_eWqVE=/0x0/filters:format(jpeg)/pic566684.jpg
3717,Qwixx: Das Kartenspiel,2,5,15,2014,"Card Drafting, Hand Management",Card Game,"Steffen Benndorf, Reinhard Staupe",https://boardgamegeek.com/boardgame/151835/qwixx-das-kartenspiel,https://cf.geekdo-images.com/awcX41WB_Qbro-6Ozya_9w__original/img/M3FMPPufYomITRwljEB6UvqVAI8=/0x0/filters:format(jpeg)/pic5238238.jpg
3718,Hoppladi Hopplada!,2,7,20,2008,"Dice Rolling, Press Your Luck","Animals, Children's Game, Dice",Markus Kropf,https://boardgamegeek.com/boardgame/39088/hoppladi-hopplada,https://cf.geekdo-images.com/vn-IuEI8NjDNj8TIN53hOg__original/img/XH6TmLebPnaL3O0IQdytjMf4tqE=/0x0/filters:format(jpeg)/pic389241.jpg
3719,Dungeoneer: Realm of the Ice Witch,2,4,60,2005,"Dice Rolling, Hand Management, Modular Board, Variable Player Powers","Adventure, Card Game, Exploration, Fantasy",Thomas Denmark,https://boardgamegeek.com/boardgame/19187/dungeoneer-realm-ice-witch,https://cf.geekdo-images.com/jyu04_j33nHYwIbWRYWiOA__original/img/y_AzIiGs3ZaBW5aoce2m0DnPT_w=/0x0/filters:format(jpeg)/pic87559.jpg
3720,"Operation Dauntless: The Battles for Fontenay and Rauray, France, June 1944",2,2,120,2016,"Dice Rolling, Hex-and-Counter, Simulation","Wargame, World War II",Mark Mokszycki,https://boardgamegeek.com/boardgame/69234/operation-dauntless-battles-fontenay-and-rauray-fr,https://cf.geekdo-images.com/RupOkdeJrE-ONHg9WT8DHA__original/img/G_aH5lkBMbzc2Yi_vF8BfpY907A=/0x0/filters:format(png)/pic2700690.png
3721,None But Heroes,2,2,60,2011,"Dice Rolling, Hex-and-Counter","American Civil War, Civil War, Wargame",Dean Essig,https://boardgamegeek.com/boardgame/62922/none-heroes,https://cf.geekdo-images.com/tVLUf7uiZQ4kFDlzRxrAeA__original/img/5G2VRz1x5_AZAR7LqnyhPFpu5Ac=/0x0/filters:format(jpeg)/pic960574.jpg
3722,La Bataille d'Auerstædt,1,2,480,1977,Hex-and-Counter,"Napoleonic, Wargame","Monte Mattson, Dennis A. Spors, Ed Wimble",https://boardgamegeek.com/boardgame/12898/la-bataille-dauerstaedt,https://cf.geekdo-images.com/veoW84ThUj1MY8ZRTjfVIg__original/img/T1SNkkvVDegarRcZ7fjt5vhkGn8=/0x0/filters:format(jpeg)/pic532540.jpg
3723,Facts in Five,1,5,30,1964,none,"Party Game, Trivia, Word Game",Richard Onanian,https://boardgamegeek.com/boardgame/1233/facts-five,https://cf.geekdo-images.com/tRLn7wWfMmGJwKAwgAgF2g__original/img/PaNZOTSdbkxO_KLd_dlpZ4oah3I=/0x0/filters:format(jpeg)/pic1651611.jpg
3724,Samurai,2,8,180,1979,Area Movement,"Political, Wargame",Dan Campagna,https://boardgamegeek.com/boardgame/63/samurai,https://cf.geekdo-images.com/cwU7yMp2ISonhEzJ5ZNmqw__original/img/_7X04AHX3fIpgzg1C-AVtz_OIFs=/0x0/filters:format(jpeg)/pic245105.jpg
3725,Easter Island,2,2,20,2006,"Action Point Allowance System, Point to Point Movement",Abstract Strategy,"Roberto Fraga, Odet L'Homer",https://boardgamegeek.com/boardgame/23348/easter-island,https://cf.geekdo-images.com/guheaAKRQ-TNmSOBeZw7jQ__original/img/TuTpPUmqo2uRQGQwCRFncC2KCHU=/0x0/filters:format(jpeg)/pic426016.jpg
3726,Deadline,2,4,60,2017,"Co-operative Play, Hand Management, Set Collection, Variable Player Powers","Deduction, Murder/Mystery","Dan Schnake, Adam West",https://boardgamegeek.com/boardgame/145601/deadline,https://cf.geekdo-images.com/gAQii6CKnxDwyvcAcNzxXA__original/img/jfwHDQm8ku0Y9XSe2EzhCshitWQ=/0x0/filters:format(jpeg)/pic3420271.jpg
3727,Entropy,2,6,15,2015,"Hand Management, Simultaneous Action Selection, Variable Player Powers","Bluffing, Card Game, Deduction, Science Fiction","Allen Chang, Alistair Kearney",https://boardgamegeek.com/boardgame/171339/entropy,https://cf.geekdo-images.com/SpdJDtxcbt7fW2bXZP58yw__original/img/ODU9xc8ADEbhjNWE88X8oNhXECo=/0x0/filters:format(jpeg)/pic2415140.jpg
3728,Stratego (Revised Edition),2,2,30,2008,"Memory, Secret Unit Deployment","Abstract Strategy, Bluffing, Deduction, Fantasy, Fighting, Memory",(Uncredited),https://boardgamegeek.com/boardgame/40432/stratego-revised-edition,https://cf.geekdo-images.com/ZbCNYzZfKvv7Z6bAU0xHoA__original/img/Eyt02dCqlmGqVKmJH0hmLDbq2FQ=/0x0/filters:format(jpeg)/pic362170.jpg
3729,The King's Will,2,4,90,2017,none,"Farming, Industry / Manufacturing, Medieval, Territory Building",Hans-Peter Stoll,https://boardgamegeek.com/boardgame/213149/kings-will,https://cf.geekdo-images.com/UnXiTu8xI1A8zB23GecEog__original/img/lcABEB7-dX68Amf_9zQD7GtE9dc=/0x0/filters:format(jpeg)/pic3335532.jpg
3730,Superfight,3,10,30,2013,"Storytelling, Variable Player Powers, Voting","Card Game, Comic Book / Strip, Fighting, Humor, Party Game, Science Fiction",Jack Dire,https://boardgamegeek.com/boardgame/139443/superfight,https://cf.geekdo-images.com/4ih18dd_9SZv3yn-YazMIw__original/img/VOTdHizWmvwJnOFMw6YMWj5sJSg=/0x0/filters:format(jpeg)/pic2933903.jpg
3731,Tribes: Early Civilization,1,4,50,2017,"Grid Movement, Tile Placement","Ancient, Civilization, Exploration, Prehistoric, Territory Building",Rustan Håkansson,https://boardgamegeek.com/boardgame/210663/tribes-early-civilization,https://cf.geekdo-images.com/mFCs2wO85_X43h_isvAzKA__original/img/kEeaxvILZ8_KdrMGyUX7VACjmXA=/0x0/filters:format(png)/pic3355638.png
3732,"Warhammer 40,000: Battle for Macragge",2,2,120,2004,"Dice Rolling, Modular Board, Variable Player Powers","Miniatures, Science Fiction","Andy Chambers, Rick Priestley",https://boardgamegeek.com/boardgame/14403/warhammer-40000-battle-macragge,https://cf.geekdo-images.com/4XQ5QmJMuoHvOBvLBllJVw__original/img/bBWUgCd-DEfD6YgIHOzSBlptUgE=/0x0/filters:format(jpeg)/pic58510.jpg
3733,Orongo,2,4,40,2014,Auction/Bidding,none,Reiner Knizia,https://boardgamegeek.com/boardgame/165556/orongo,https://cf.geekdo-images.com/0iw3IfYk820_CzuKxQlScw__original/img/6NYk2r-dzUDfLwQ6F6Wijk05Mdw=/0x0/filters:format(jpeg)/pic2233614.jpg
3734,Dice Brewing,2,4,45,2014,"Card Drafting, Dice Rolling, Set Collection, Worker Placement",Dice,"Filip G?owacz, Ireneusz Huszcza",https://boardgamegeek.com/boardgame/157322/dice-brewing,https://cf.geekdo-images.com/U5dDVPrqcmQQONdQIYs4Ig__original/img/ydrT0ub4gWNQlV9tq2CLxLF_0rU=/0x0/filters:format(png)/pic2230266.png
3735,Dairyman,2,4,30,2016,"Dice Rolling, Press Your Luck","Dice, Farming",Chih-Fan Chen,https://boardgamegeek.com/boardgame/194553/dairyman,https://cf.geekdo-images.com/3FRbUHNaAxmlWbfHMqYzvg__original/img/JEHDem57A4Jn5YuvSjsUIvaGRp4=/0x0/filters:format(jpeg)/pic3482701.jpg
3736,Banjooli Xeet,2,5,30,2013,"Dice Rolling, Modular Board, Roll / Spin and Move","Bluffing, Dice, Racing",Diego Ibañez,https://boardgamegeek.com/boardgame/99459/banjooli-xeet,https://cf.geekdo-images.com/IKd7WocwtL2Mm7SGWpJINA__original/img/60U4wpRJIlX1_1S29SMosAcZ33I=/0x0/filters:format(jpeg)/pic1573682.jpg
3737,Old School Tactical,2,0,60,2016,"Dice Rolling, Hex-and-Counter","Wargame, World War II",Shayne Logan,https://boardgamegeek.com/boardgame/170669/old-school-tactical,https://cf.geekdo-images.com/jYYdYdaIFt0ienfWAkmkvw__original/img/pfUTgmKrOlTfAzIlQ_gpeQLVcns=/0x0/filters:format(png)/pic2361649.png
3738,Axiom,2,2,15,1988,Modular Board,Abstract Strategy,Michael Seal,https://boardgamegeek.com/boardgame/820/axiom,https://cf.geekdo-images.com/KZYGFW2_4o-nKAe9B1l7Xw__original/img/bHxA67oXxkT7anp_dL_zTFXhCj0=/0x0/filters:format(jpeg)/pic407827.jpg
3739,Metropolis,2,5,90,1984,none,"City Building, Negotiation",Sid Sackson,https://boardgamegeek.com/boardgame/145/metropolis,https://cf.geekdo-images.com/VbsvVgEvZ0R5IVTsXaOpZA__original/img/-rC2swsWcP48bydp_qjEp7R2hQM=/0x0/filters:format(jpeg)/pic5933098.jpg
3740,Trendy,2,5,20,2000,Set Collection,Card Game,Reiner Knizia,https://boardgamegeek.com/boardgame/1412/trendy,https://cf.geekdo-images.com/MbPwBp79nf2MTNg_U_vjIQ__original/img/z1W9PhLkOQ7_zps0iTIi1L3Ip40=/0x0/filters:format(jpeg)/pic48652.jpg
3741,Samara,2,5,50,2015,Time Track,"City Building, Medieval",Corné van Moorsel,https://boardgamegeek.com/boardgame/177490/samara,https://cf.geekdo-images.com/OCYK8UiOz-hbHv9BDyDsnw__original/img/6ee2ogHq_4YhNh2MKmQmW2S25jQ=/0x0/filters:format(jpeg)/pic2622081.jpg
3742,Second World War at Sea: Bomb Alley,2,2,360,2002,"Action / Movement Programming, Dice Rolling, Hex-and-Counter, Simulation","Nautical, Wargame, World War II",Michael Bennighof,https://boardgamegeek.com/boardgame/5635/second-world-war-sea-bomb-alley,https://cf.geekdo-images.com/g1IFnhAmowtT3NrSAyiCew__original/img/v0Q3Nfgokc4xKcO1D54yaZAdpRc=/0x0/filters:format(jpeg)/pic1737772.jpg
3743,Dawn of the Zeds (First edition),1,1,45,2011,Campaign / Battle Card Driven,Zombies,Hermann Luttmann,https://boardgamegeek.com/boardgame/99130/dawn-zeds-first-edition,https://cf.geekdo-images.com/QQK1SBPFVc77vjurh60Xeg__original/img/cXQfOdQMk9q4wXQJZdfnbHgc3CY=/0x0/filters:format(jpeg)/pic1008258.jpg
3744,Eleusis,4,8,20,1956,Pattern Recognition,"Card Game, Deduction, Educational",Robert Abbott,https://boardgamegeek.com/boardgame/5217/eleusis,https://cf.geekdo-images.com/xJpF_NLsdq8M3K4BI87oGQ__original/img/y_dQR5Pzb6vw4t1U5dnzchYuDWc=/0x0/filters:format(jpeg)/pic107673.jpg
3745,Unicornus Knights,2,6,90,2016,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",Fantasy,"Seiji Kanai, Kuro",https://boardgamegeek.com/boardgame/204605/unicornus-knights,https://cf.geekdo-images.com/otqCk2XSB12cNvALzsGeDA__original/img/yLelCWjaq3BmYQvDPFXsQBPAz1A=/0x0/filters:format(jpeg)/pic3471375.jpg
3746,Walhalla,3,4,60,2006,"Area Control / Area Influence, Modular Board","Fighting, Medieval, Mythology, Nautical",Alessandro Zucchini,https://boardgamegeek.com/boardgame/25605/walhalla,https://cf.geekdo-images.com/0r7CUHjfjhsoNhEruzsNxQ__original/img/FbYDMHT0VQ2oWHl1DYR3UdpikqE=/0x0/filters:format(jpeg)/pic152645.jpg
3747,King's Road,2,5,30,2017,"Area Control / Area Influence, Hand Management, Simultaneous Action Selection",Fantasy,Reiner Knizia,https://boardgamegeek.com/boardgame/216974/kings-road,https://cf.geekdo-images.com/2klqIXBeuaRtIHWsI5WLlg__original/img/HUFnSK9STFa5cisvx2RNGXHE9PE=/0x0/filters:format(jpeg)/pic3327070.jpg
3748,Ninja Taisen,2,2,20,2014,"Dice Rolling, Rock-Paper-Scissors, Roll / Spin and Move","Dice, Fighting, Medieval",Katsumasa Tomioka,https://boardgamegeek.com/boardgame/162041/ninja-taisen,https://cf.geekdo-images.com/Ct4zChy7kcKOKBH8glGl2g__original/img/gRh9w18UB88gVbuykMr7yc0XZT4=/0x0/filters:format(jpeg)/pic3312758.jpg
3749,Dien Bien Phu: The Final Gamble,2,2,1440,2014,Hex-and-Counter,"Modern Warfare, Vietnam War, Wargame",Kim Kanger,https://boardgamegeek.com/boardgame/94373/dien-bien-phu-final-gamble,https://cf.geekdo-images.com/sb6h3fQqHyQWulYyKYedaA__original/img/dirr36Fyef6qFnbY-aLV11Fpll8=/0x0/filters:format(jpeg)/pic2005473.jpg
3750,Global Mogul,1,4,120,2013,Worker Placement,Economic,Bill Crenshaw,https://boardgamegeek.com/boardgame/143782/global-mogul,https://cf.geekdo-images.com/_H-X0scRr9gm7gpSft0h2g__original/img/WWfC27PADKbV5hhqh8Be2qvwk4c=/0x0/filters:format(jpeg)/pic1778424.jpg
3751,The Thing,2,4,45,2010,"Co-operative Play, Dice Rolling, Hand Management, Partnerships, Secret Unit Deployment, Worker Placement","Bluffing, Card Game, Deduction, Fighting, Horror, Mature / Adult, Movies / TV / Radio theme, Print & Play, Science Fiction",Mark Chaplin,https://boardgamegeek.com/boardgame/75828/thing,https://cf.geekdo-images.com/7B10MDqKPD96_tc05c0hYg__original/img/IzUrrRu0VWjdJWxQHsy0CE180Aw=/0x0/filters:format(png)/pic1345067.png
3752,Maskmen,2,6,20,2014,Trick-taking,"Card Game, Sports","Jun Sasaki, Taiki Shinzawa",https://boardgamegeek.com/boardgame/159581/maskmen,https://cf.geekdo-images.com/-wnV7DO4fH-xTnHucSvF0g__original/img/RFbaeJA-SA4OceW3Vk_dj6bv43w=/0x0/filters:format(png)/pic3678408.png
3753,Logistico,2,5,60,2003,"Action Point Allowance System, Area Movement, Pick-up and Deliver","Economic, Transportation",Corné van Moorsel,https://boardgamegeek.com/boardgame/8096/logistico,https://cf.geekdo-images.com/nieA8RbFRH2K1i1w2g_khw__original/img/Jxoo2ByKMvdaiufCAdwZNfdgHJI=/0x0/filters:format(jpeg)/pic220248.jpg
3754,Piratoons,2,4,30,2015,"Auction/Bidding, Card Drafting, Set Collection","Nautical, Pirates, Real-time","Olivier Grégoire, Thibaut Quintens",https://boardgamegeek.com/boardgame/172560/piratoons,https://cf.geekdo-images.com/OCZECy9ZxqrARrbjEZTmQA__original/img/6yhml_s9mI0Q5ZKXQodE40e_8Qc=/0x0/filters:format(jpeg)/pic2846337.jpg
3755,APBA Pro Baseball,1,2,30,1951,"Dice Rolling, Simultaneous Action Selection",Sports,Dick Seitz,https://boardgamegeek.com/boardgame/895/apba-pro-baseball,https://cf.geekdo-images.com/GrkvxNZ-DlR6_LJBuUX9Tw__original/img/BedKJdiJcLJbimPNIOX78WWOwRg=/0x0/filters:format(jpeg)/pic579150.jpg
3756,Circus Imperium,2,12,120,1988,"Area-Impulse, Hex-and-Counter","Fantasy, Racing","L. Ross Babcock, III, Sam Lewis, Jordan Weisman",https://boardgamegeek.com/boardgame/2224/circus-imperium,https://cf.geekdo-images.com/WY1CLkgKrY44oHhhkDJ7Vg__original/img/AXKGkl8d9oM_9YSpOaKgVq2FXxw=/0x0/filters:format(jpeg)/pic9646.jpg
3757,Callisto: The Game,2,4,20,2009,"Area Enclosure, Tile Placement",Abstract Strategy,Reiner Knizia,https://boardgamegeek.com/boardgame/55705/callisto-game,https://cf.geekdo-images.com/5k9eYdxaLEoVSz-YGjNHnw__original/img/6KEgVA-KpFYKqRVMpOyQj1YH4Xo=/0x0/filters:format(jpeg)/pic3211830.jpg
3758,Al Cabohne,1,2,60,2000,Set Collection,"Card Game, Farming, Mafia",Uwe Rosenberg,https://boardgamegeek.com/boardgame/980/al-cabohne,https://cf.geekdo-images.com/yiik2fv203GZg7mh_cDdGA__original/img/7SJ3nNQf8Y-HpmfrW8JGxzzT-zg=/0x0/filters:format(jpeg)/pic19358.jpg
3759,Souvlaki Wars,2,4,30,2011,"Card Drafting, Hand Management","Card Game, Humor",Vangelis Bagiartakis,https://boardgamegeek.com/boardgame/66437/souvlaki-wars,https://cf.geekdo-images.com/IjZqat3lsbnemjAPDFJqLA__original/img/avfGU0ZTwczEQidG7_kgk4zJF0I=/0x0/filters:format(jpeg)/pic1102132.jpg
3760,The Desert Fox,2,2,120,1981,"Hex-and-Counter, Simulation","Wargame, World War II",Richard H. Berg,https://boardgamegeek.com/boardgame/8325/desert-fox,https://cf.geekdo-images.com/OTlO6jCWbOZjXaU4mN6DMg__original/img/u5K2ctEOKnD-tH4VSgKHFfZDWdw=/0x0/filters:format(jpeg)/pic40244.jpg
3761,Rory's Story Cubes: Enchanted,1,12,15,2013,"Co-operative Play, Dice Rolling, Pattern Recognition, Storytelling",Dice,Rory O'Connor,https://boardgamegeek.com/boardgame/142557/rorys-story-cubes-enchanted,https://cf.geekdo-images.com/cfU5E-nBhz22_fzyb7uqFQ__original/img/MiIzK4U_ONFb1ZTJ6js4L7J-kxA=/0x0/filters:format(jpeg)/pic6483229.jpg
3762,Doctor Who: Time of the Daleks,2,4,120,2017,"Co-operative Play, Dice Rolling, Modular Board","Movies / TV / Radio theme, Science Fiction",Andrew Haught,https://boardgamegeek.com/boardgame/186995/doctor-who-time-daleks,https://cf.geekdo-images.com/vVc09yRXbhj56_OR6SuZUg__original/img/drYFwwF7xyH4Ra8vwGsmlCRuA6E=/0x0/filters:format(jpeg)/pic6166122.jpg
3763,Heads of State,2,5,120,2008,"Area Control / Area Influence, Card Drafting, Hand Management, Set Collection","Age of Reason, Political, Renaissance",Peter Hawes,https://boardgamegeek.com/boardgame/38778/heads-state,https://cf.geekdo-images.com/DZK0E0jtrcZZBwYszdzCtg__original/img/H64Tvqb6MAcskttisw9JRZwuaZQ=/0x0/filters:format(jpeg)/pic378777.jpg
3764,Whist,2,4,60,1663,"Partnerships, Trick-taking",Card Game,(Uncredited),https://boardgamegeek.com/boardgame/13337/whist,https://cf.geekdo-images.com/3oH_133M2sz7lkwnadOPcQ__original/img/JuTxdTROvCXaSiuNTJki9c_IASs=/0x0/filters:format(jpeg)/pic97439.jpg
3765,The Stock Car Championship Racing Card Game,2,12,20,1995,none,"Card Game, Racing, Sports","Michael Garton, John McLaughlin",https://boardgamegeek.com/boardgame/637/stock-car-championship-racing-card-game,https://cf.geekdo-images.com/LgW_KBCbARwkzTX2chkllw__original/img/TAXwR1GEL0McNnfuUlYSqcwuJC0=/0x0/filters:format(jpeg)/pic620990.jpg
3766,Pyramix,2,4,15,2014,Set Collection,"Abstract Strategy, Ancient",Tim Roediger,https://boardgamegeek.com/boardgame/153709/pyramix,https://cf.geekdo-images.com/9j46jUJNKrVhoN_cW2BhZg__original/img/sQgOaVFFnkaI37GgAxonMUHkm6M=/0x0/filters:format(jpeg)/pic1950426.jpg
3767,Bitter Woods,2,2,240,1998,Hex-and-Counter,"Wargame, World War II",Randy Heller,https://boardgamegeek.com/boardgame/747/bitter-woods,https://cf.geekdo-images.com/NSG1L92XwEnnx7C5PQoe_Q__original/img/rKWzZ-_y80-akxxGLNVQZp7X4ms=/0x0/filters:format(jpeg)/pic255341.jpg
3768,Football Strategy,2,4,150,1959,"Memory, Rock-Paper-Scissors, Simulation, Simultaneous Action Selection","Bluffing, Sports",Thomas N. Shaw,https://boardgamegeek.com/boardgame/951/football-strategy,https://cf.geekdo-images.com/QArxMBFN9R7y9z1Vyc3vNw__original/img/sOPQj3e2Gr9ZGQlY0FI4dR_LEU8=/0x0/filters:format(jpeg)/pic1577846.jpg
3769,Axis & Allies Air Force Miniatures: Angels 20,2,6,30,2012,"Dice Rolling, Point to Point Movement, Simulation, Variable Player Powers","Aviation / Flight, Miniatures, Wargame, World War II","Richard Baker, Mons Johnson",https://boardgamegeek.com/boardgame/121657/axis-allies-air-force-miniatures-angels-20,https://cf.geekdo-images.com/za0qicyGsSH-5wDEmmFMbA__original/img/0XDlnXoENPjiXFj_NAUyWDklqRk=/0x0/filters:format(jpeg)/pic1789878.jpg
3770,Tumblin-Dice Jr.,2,2,5,2006,Dice Rolling,"Action / Dexterity, Children's Game, Dice",Randy Nash,https://boardgamegeek.com/boardgame/29140/tumblin-dice-jr,https://cf.geekdo-images.com/xBOjzVJZTYrxPriqz9EOCQ__original/img/OoJr4j44at2tYCB7-wKb72IPjGI=/0x0/filters:format(jpeg)/pic223287.jpg
3771,Cappuccino,2,4,20,2013,"Area Enclosure, Grid Movement, Modular Board",Abstract Strategy,Charles Chevallier,https://boardgamegeek.com/boardgame/146818/cappuccino,https://cf.geekdo-images.com/j9Ioua-iXi6OSzyzYJ0omg__original/img/Jn8MgS6MAuGx5k_x6rFQ5mVn7LQ=/0x0/filters:format(jpeg)/pic1766036.jpg
3772,Bridge Troll,3,6,45,2009,"Auction/Bidding, Hand Management","Bluffing, Card Game, Economic, Fantasy",Alf Seegert,https://boardgamegeek.com/boardgame/40235/bridge-troll,https://cf.geekdo-images.com/R2xuEpllhW1xUJMrUKMLTA__original/img/sb3VjwgKn2bzUTLBBTodIJxWkeQ=/0x0/filters:format(jpeg)/pic441261.jpg
3773,Zombiaki II: Attack on Moscow,2,2,30,2010,"Card Drafting, Hand Management","Card Game, Fighting, Humor, Zombies",Ignacy Trzewiczek,https://boardgamegeek.com/boardgame/56128/zombiaki-ii-attack-moscow,https://cf.geekdo-images.com/aIOk5_ABezKuxDYqYFisbQ__original/img/K5betN1Ozn9qCpg78WvhHnBLFB0=/0x0/filters:format(jpeg)/pic2668888.jpg
3774,The King of Frontier,2,4,30,2013,Tile Placement,"City Building, Medieval",Shun,https://boardgamegeek.com/boardgame/159910/king-frontier,https://cf.geekdo-images.com/mtK1_NPIkdNhwcgR9b0iyA__original/img/HhQiRwKqdRKCaOp9XKOKcyPIblY=/0x0/filters:format(png)/pic2221599.png
3775,Maelstrom,2,4,60,2001,"Action Point Allowance System, Hand Management, Modular Board, Tile Placement","Collectible Components, Fantasy","Darrell Hardy, Tom Jolly, Christian T. Petersen",https://boardgamegeek.com/boardgame/5791/maelstrom,https://cf.geekdo-images.com/vtqNvBnx9-ZX4_L5leNSCQ__original/img/3gnrsmZXnWbZXQhTizLplHugiUw=/0x0/filters:format(jpeg)/pic149727.jpg
